"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
-106.142476712343,-108.722331023382,-111.30218533442,-113.882039645459,-116.461893956498,-119.041748267536,-121.621602578575,-124.201456889614,-126.781311200652,-129.361165511691,-131.941019822729,-134.520874133768,-137.100728444807,-139.680582755845,-142.260437066884,-144.840291377923,-147.420145688961
-101.605154467312,-98.922498322176,-96.23984217704,-93.557186031904,-90.874529886768,-88.191873741632,-85.509217596496,-82.82656145136,-80.143905306224,-77.461249161088,-74.778593015952,-72.095936870816,-69.41328072568,-66.730624580544,-64.047968435408,-61.365312290272,-58.682656145136
-101.043408726679,-98.2173258604038,-95.3912429941285,-92.5651601278533,-89.7390772615781,-86.9129943953028,-84.0869115290276,-81.2608286627524,-78.4347457964771,-75.6086629302019,-72.7825800639266,-69.9564971976514,-67.1304143313762,-64.3043314651009,-61.4782485988257,-58.6521657325505,-55.8260828662752
-95.9755596539629,-93.0064090860827,-90.0372585182026,-87.0681079503224,-84.0989573824422,-81.129806814562,-78.1606562466819,-75.1915056788017,-72.2223551109215,-69.2532045430414,-66.2840539751612,-63.314903407281,-60.3457528394009,-57.3766022715207,-54.4074517036405,-51.4383011357603,-48.4691505678802
-95.4119016034274,-92.3582603326376,-89.3046190618477,-86.2509777910578,-83.197336520268,-80.1436952494782,-77.0900539786883,-74.0364127078985,-70.9827714371086,-67.9291301663188,-64.8754888955289,-61.8218476247391,-58.7682063539492,-55.7145650831594,-52.6609238123695,-49.6072825415797,-46.5536412707898
-94.8482884714699,-91.2101538555011,-87.5720192395323,-83.9338846235634,-80.2957500075946,-76.6576153916258,-73.019480775657,-69.3813461596882,-65.7432115437194,-62.1050769277505,-58.4669423117817,-54.8288076958129,-51.1906730798441,-47.5525384638753,-43.9144038479065,-40.2762692319376,-36.6381346159688
-80.7106475012276,-78.5511976482142,-76.3917477952008,-74.2322979421874,-72.072848089174,-69.9133982361607,-67.7539483831473,-65.5944985301339,-63.4350486771205,-61.2755988241071,-59.1161489710937,-56.9566991180803,-54.7972492650669,-52.6377994120535,-50.4783495590402,-48.3188997060268,-46.1594498530134
-94.2847632892197,-91.2680125075009,-88.2512617257821,-85.2345109440633,-82.2177601623445,-79.2010093806257,-76.1842585989069,-73.1675078171881,-70.1507570354692,-67.1340062537504,-64.1172554720316,-61.1005046903128,-58.083753908594,-55.0670031268752,-52.0502523451564,-49.0335015634376,-46.0167507817188
-84.6903056567889,-81.6202876769778,-78.5502696971667,-75.4802517173556,-72.4102337375444,-69.3402157577333,-66.2701977779222,-63.2001797981111,-60.1301618183,-57.0601438384889,-53.9901258586778,-50.9201078788667,-47.8500898990556,-44.7800719192444,-41.7100539394333,-38.6400359596222,-35.5700179798111
-84.1322435325742,-80.8009350894816,-77.469626646389,-74.1383182032964,-70.8070097602038,-67.4757013171112,-64.1443928740186,-60.813084430926,-57.4817759878334,-54.1504675447408,-50.8191591016482,-47.4878506585556,-44.156542215463,-40.8252337723704,-37.4939253292778,-34.1626168861852,-30.8313084430926
-81.2660444794086,-79.1915712747375,-77.1170980700664,-75.0426248653953,-72.9681516607242,-70.8936784560531,-68.819205251382,-66.744732046711,-64.6702588420399,-62.5957856373688,-60.5213124326977,-58.4468392280266,-56.3723660233555,-54.2978928186844,-52.2234196140133,-50.1489464093422,-48.0744732046711
-83.575073630238,-80.7177163578711,-77.8603590855041,-75.0030018131372,-72.1456445407702,-69.2882872684033,-66.4309299960364,-63.5735727236694,-60.7162154513025,-57.8588581789355,-55.0015009065686,-52.1441436342016,-49.2867863618347,-46.4294290894678,-43.5720718171008,-40.7147145447339,-37.8573572723669
-85.8089472463465,-82.3495974083261,-78.8902475703057,-75.4308977322854,-71.971547894265,-68.5121980562446,-65.0528482182242,-61.5934983802038,-58.1341485421834,-54.6747987041631,-51.2154488661427,-47.7560990281223,-44.2967491901019,-40.8373993520815,-37.3780495140611,-33.9186996760408,-30.4593498380204
-85.2492202703398,-81.8816190779669,-78.5140178855939,-75.146416693221,-71.7788155008481,-68.4112143084752,-65.0436131161022,-61.6760119237293,-58.3084107313564,-54.9408095389834,-51.5732083466105,-48.2056071542376,-44.8380059618647,-41.4704047694917,-38.1028035771188,-34.7352023847459,-31.3676011923729
-90.9078613368628,-88.4426930229297,-85.9775247089966,-83.5123563950635,-81.0471880811304,-78.5820197671973,-76.1168514532642,-73.6516831393311,-71.1865148253979,-68.7213465114648,-66.2561781975317,-63.7910098835986,-61.3258415696655,-58.8606732557324,-56.3955049417993,-53.9303366278662,-51.4651683139331
-90.3461508241096,-87.1787301873973,-84.0113095506849,-80.8438889139726,-77.6764682772603,-74.509047640548,-71.3416270038356,-68.1742063671233,-65.006785730411,-61.8393650936986,-58.6719444569863,-55.504523820274,-52.3371031835617,-49.1696825468493,-46.002261910137,-42.8348412734247,-39.6674206367123
-77.8408569181167,-74.5266888641098,-71.212520810103,-67.8983527560961,-64.5841847020892,-61.2700166480824,-57.9558485940755,-54.6416805400686,-51.3275124860618,-48.0133444320549,-44.6991763780481,-41.3850083240412,-38.0708402700343,-34.7566722160275,-31.4425041620206,-28.1283361080137,-24.8141680540069
-77.2896892205077,-73.4197075016543,-69.5497257828009,-65.6797440639475,-61.8097623450941,-57.9397806262407,-54.0697989073873,-50.1998171885339,-46.3298354696805,-42.4598537508272,-38.5898720319738,-34.7198903131204,-30.849908594267,-26.9799268754136,-23.1099451565602,-19.2399634377068,-15.3699817188534
-89.7848694201576,-86.0622300425013,-82.3395906648449,-78.6169512871886,-74.8943119095323,-71.171672531876,-67.4490331542196,-63.7263937765633,-60.003754398907,-56.2811150212506,-52.5584756435943,-48.835836265938,-45.1131968882816,-41.3905575106253,-37.667918132969,-33.9452787553127,-30.2226393776563
-89.2240590944865,-85.4167615006932,-81.6094639068998,-77.8021663131065,-73.9948687193132,-70.1875711255199,-66.3802735317266,-62.5729759379332,-58.7656783441399,-54.9583807503466,-51.1510831565533,-47.3437855627599,-43.5364879689666,-39.7291903751733,-35.92189278138,-32.1145951875866,-28.3072975937933
-78.5008526573203,-74.9419789715956,-71.3831052858709,-67.8242316001461,-64.2653579144214,-60.7064842286967,-57.147610542972,-53.5887368572472,-50.0298631715225,-46.4709894857978,-42.9121158000731,-39.3532421143483,-35.7943684286236,-32.2354947428989,-28.6766210571742,-25.1177473714494,-21.5588736857247
-80.1563927970796,-76.9413108678396,-73.7262289385996,-70.5111470093597,-67.2960650801197,-64.0809831508797,-60.8659012216397,-57.6508192923998,-54.4357373631598,-51.2206554339198,-48.0055735046798,-44.7904915754399,-41.5754096461999,-38.3603277169599,-35.1452457877199,-31.93016385848,-28.71508192924
-79.603317653789,-76.0678283800367,-72.5323391062844,-68.9968498325321,-65.4613605587798,-61.9258712850275,-58.3903820112752,-54.8548927375229,-51.3194034637707,-47.7839141900184,-44.2484249162661,-40.7129356425138,-37.1774463687615,-33.6419570950092,-30.1064678212569,-26.5709785475046,-23.0354892737523
-83.0188352946197,-79.8118449831715,-76.6048546717233,-73.3978643602751,-70.1908740488268,-66.9838837373786,-63.7768934259304,-60.5699031144822,-57.362912803034,-54.1559224915857,-50.9489321801375,-47.7419418686893,-44.5349515572411,-41.3279612457929,-38.1209709343447,-34.9139806228964,-31.7069903114482
-87.5448709794379,-83.7481138630004,-79.9513567465629,-76.1545996301253,-72.3578425136878,-68.5610853972503,-64.7643282808128,-60.9675711643752,-57.1708140479377,-53.3740569315002,-49.5772998150627,-45.7805426986251,-41.9837855821876,-38.1870284657501,-34.3902713493126,-30.593514232875,-26.7967571164375
-76.7399040826515,-72.3728509013191,-68.0057977199866,-63.6387445386542,-59.2716913573217,-54.9046381759893,-50.5375849946569,-46.1705318133244,-41.803478631992,-37.4364254506595,-33.0693722693271,-28.7023190879946,-24.3352659066622,-19.9682127253298,-15.6011595439973,-11.2341063626649,-6.86705318133244
-82.4635674619538,-78.8774752583095,-75.2913830546651,-71.7052908510208,-68.1191986473764,-64.5331064437321,-60.9470142400878,-57.3609220364434,-53.7748298327991,-50.1887376291547,-46.6026454255104,-43.016553221866,-39.4304610182217,-35.8443688145774,-32.258276610933,-28.6721844072887,-25.0860922036443
-86.9863601317438,-83.575397771053,-80.1644354103622,-76.7534730496714,-73.3425106889806,-69.9315483282897,-66.5205859675989,-63.1096236069081,-59.6986612462173,-56.2876988855265,-52.8767365248357,-49.4657741641449,-46.0548118034541,-42.6438494427632,-39.2328870820724,-35.8219247213816,-32.4109623606908
-88.6637616036944,-84.88942268583,-81.1150837679656,-77.3407448501013,-73.5664059322369,-69.7920670143725,-66.0177280965081,-62.2433891786438,-58.4690502607794,-54.694711342915,-50.9203724250506,-47.1460335071863,-43.3716945893219,-39.5973556714575,-35.8230167535931,-32.0486778357288,-28.2743389178644
-88.1040184732392,-84.3331938571663,-80.5623692410934,-76.7915446250205,-73.0207200089476,-69.2498953928747,-65.4790707768018,-61.7082461607289,-57.937421544656,-54.1665969285831,-50.3957723125103,-46.6249476964374,-42.8541230803645,-39.0832984642916,-35.3124738482187,-31.5416492321458,-27.7708246160729
-92.0567400074652,-89.112225889379,-86.1677117712928,-83.2231976532066,-80.2786835351205,-77.3341694170343,-74.3896552989481,-71.4451411808619,-68.5006270627757,-65.5561129446895,-62.6115988266033,-59.6670847085171,-56.7225705904309,-53.7780564723448,-50.8335423542586,-47.8890282361724,-44.9445141180862
-91.4977376821827,-88.5272825244072,-85.5568273666318,-82.5863722088563,-79.6159170510809,-76.6454618933054,-73.67500673553,-70.7045515777545,-67.7340964199791,-64.7636412622036,-61.7931861044282,-58.8227309466527,-55.8522757888773,-52.8818206311018,-49.9113654733264,-46.9409103155509,-43.9704551577754
-79.0514588526914,-75.5190200966507,-71.9865813406101,-68.4541425845694,-64.9217038285287,-61.389265072488,-57.8568263164474,-54.3243875604067,-50.791948804366,-47.2595100483254,-43.7270712922847,-40.194632536244,-36.6621937802034,-33.1297550241627,-29.597316268122,-26.0648775120813,-22.5324387560407
-77.9515348016198,-73.9249739309363,-69.8984130602528,-65.8718521895692,-61.8452913188857,-57.8187304482022,-53.7921695775187,-49.7656087068352,-45.7390478361517,-41.7124869654681,-37.6859260947846,-33.6593652241011,-29.6328043534176,-25.6062434827341,-21.5796826120506,-17.553121741367,-13.5265608706835
-81.9093086449983,-79.826408136469,-77.7435076279397,-75.6606071194104,-73.5777066108811,-71.4948061023517,-69.4119055938224,-67.3290050852931,-65.2461045767638,-63.1632040682345,-61.0803035597052,-58.9974030511759,-56.9145025426466,-54.8316020341172,-52.7487015255879,-50.6658010170586,-48.5829005085293
-81.356096918612,-79.2469147469289,-77.1377325752459,-75.0285504035628,-72.9193682318798,-70.8101860601967,-68.7010038885137,-66.5918217168306,-64.4826395451475,-62.3734573734645,-60.2642752017814,-58.1550930300984,-56.0459108584153,-53.9367286867322,-51.8275465150492,-49.7183643433661,-47.6091821716831
-110.079417570691,-106.162981243003,-102.246544915316,-98.3301085876279,-94.4136722599402,-90.4972359322525,-86.5807996045648,-82.6643632768771,-78.7479269491893,-74.8314906215016,-70.9150542938139,-66.9986179661262,-63.0821816384385,-59.1657453107508,-55.2493089830631,-51.3328726553754,-47.4164363276877
-110.699386387272,-107.099422482138,-103.499458577005,-99.8994946718711,-96.2995307667374,-92.6995668616038,-89.0996029564701,-85.4996390513365,-81.8996751462028,-78.2997112410692,-74.6997473359355,-71.0997834308019,-67.4998195256682,-63.8998556205346,-60.2998917154009,-56.6999278102673,-53.0999639051336
-110.16297636033,-107.418095397958,-104.673214435585,-101.928333473213,-99.1834525108406,-96.4385715484682,-93.6936905860959,-90.9488096237235,-88.2039286613512,-85.4590476989788,-82.7141667366065,-79.9692857742341,-77.2244048118618,-74.4795238494894,-71.7346428871171,-68.9897619247447,-66.2448809623723
-109.625576794309,-107.294660512291,-104.963744230273,-102.632827948254,-100.301911666236,-97.9709953842181,-95.6400791021999,-93.3091628201818,-90.9782465381636,-88.6473302561454,-86.3164139741272,-83.9854976921091,-81.6545814100909,-79.3236651280727,-76.9927488460545,-74.6618325640364,-72.3309162820182
-110.787026459842,-108.12308372691,-105.459140993978,-102.795198261046,-100.131255528114,-97.4673127951826,-94.8033700622507,-92.1394273293188,-89.4754845963869,-86.8115418634551,-84.1475991305232,-81.4836563975913,-78.8197136646594,-76.1557709317275,-73.4918281987956,-70.8278854658638,-68.1639427329319
-110.247524755952,-107.468258593837,-104.688992431722,-101.909726269608,-99.1304601074927,-96.3511939453779,-93.5719277832631,-90.7926616211482,-88.0133954590334,-85.2341292969186,-82.4548631348038,-79.6755969726889,-76.8963308105741,-74.1170646484593,-71.3377984863445,-68.5585323242296,-65.7792661621148
-109.707015977943,-106.459544449829,-103.212072921714,-99.9646013936001,-96.7171298654858,-93.4696583373715,-90.2221868092572,-86.9747152811429,-83.7272437530287,-80.4797722249143,-77.2323006968001,-73.9848291686858,-70.7373576405715,-67.4898861124572,-64.2424145843429,-60.9949430562286,-57.7474715281143
-110.875708510993,-107.147725657405,-103.419742803817,-99.6917599502295,-95.9637770966417,-92.2357942430539,-88.5078113894661,-84.7798285358782,-81.0518456822904,-77.3238628287026,-73.5958799751148,-69.8678971215269,-66.1399142679391,-62.4119314143513,-58.6839485607635,-54.9559657071757,-51.2279828535878
-110.333080294551,-107.078193218401,-103.823306142251,-100.568419066101,-97.3135319899507,-94.0586449138007,-90.8037578376506,-87.5488707615006,-84.2939836853505,-81.0390966092005,-77.7842095330504,-74.5293224569004,-71.2744353807503,-68.0195483046002,-64.7646612284502,-61.5097741523001,-58.2548870761501
-109.789427055803,-106.566519581932,-103.343612108061,-100.120704634191,-96.8977971603199,-93.6748896864492,-90.4519822125784,-87.2290747387077,-84.0061672648369,-80.7832597909661,-77.5603523170954,-74.3374448432246,-71.1145373693538,-67.891629895483,-64.6687224216123,-61.4458149477415,-58.2229074738708
-110.965451063725,-107.143953942329,-103.322456820934,-99.5009596995382,-95.6794625781426,-91.8579654567471,-88.0364683353515,-84.2149712139559,-80.3934740925603,-76.5719769711647,-72.7504798497691,-68.9289827283735,-65.1074856069779,-61.2859884855824,-57.4644913641868,-53.6429942427912,-49.8214971213956
-110.419660926334,-107.365563224785,-104.311465523236,-101.257367821687,-98.2032701201378,-95.1491724185887,-92.0950747170397,-89.0409770154906,-85.9868793139415,-82.9327816123925,-79.8786839108434,-76.8245862092944,-73.7704885077453,-70.7163908061962,-67.6622931046472,-64.6081954030981,-61.5540977015491
-109.872827393179,-107.027366958286,-104.181906523393,-101.3364460885,-98.4909856536075,-95.6455252187146,-92.8000647838217,-89.9546043489288,-87.1091439140359,-84.2636834791431,-81.4182230442502,-78.5727626093573,-75.7273021744644,-72.8818417395715,-70.0363813046786,-67.1909208697858,-64.3454604348929
-111.056273078496,-107.729433485643,-104.402593892791,-101.075754299938,-97.7489147070852,-94.4220751142325,-91.0952355213798,-87.7683959285271,-84.4415563356744,-81.1147167428217,-77.7878771499689,-74.4610375571162,-71.1341979642635,-67.8073583714108,-64.4805187785581,-61.1536791857054,-57.8268395928527
-110.507285026854,-107.418621201745,-104.329957376636,-101.241293551527,-98.1526297264178,-95.0639659013087,-91.9753020761997,-88.8866382510906,-85.7979744259815,-82.7093106008725,-79.6206467757634,-76.5319829506544,-73.4433191255453,-70.3546553004362,-67.2659914753272,-64.1773276502181,-61.0886638251091
-109.957234768159,-107.724456252385,-105.491677736611,-103.258899220837,-101.026120705063,-98.7933421892887,-96.5605636735147,-94.3277851577406,-92.0950066419665,-89.8622281261925,-87.6294496104184,-85.3966710946444,-83.1638925788703,-80.9311140630962,-78.6983355473222,-76.4655570315481,-74.2327785157741
-110.595971409566,-107.090326032533,-103.584680655499,-100.079035278466,-96.5733899014328,-93.0677445243995,-89.5620991473662,-86.056453770333,-82.5508083932996,-79.0451630162664,-75.5395176392331,-72.0338722621998,-68.5282268851665,-65.0225815081332,-61.5169361310999,-58.0112907540666,-54.5056453770333
-110.042667383874,-106.981334008352,-103.92000063283,-100.858667257308,-97.797333881786,-94.736000506264,-91.674667130742,-88.61333375522,-85.552000379698,-82.490667004176,-79.429333628654,-76.368000253132,-73.30666687761,-70.245333502088,-67.184000126566,-64.122666751044,-61.061333375522
-111.325486255977,-108.306340005625,-105.287193755274,-102.268047504922,-99.2489012545706,-96.2297550042191,-93.2106087538675,-90.1914625035159,-87.1723162531643,-84.1531700028127,-81.1340237524611,-78.1148775021095,-75.0957312517579,-72.0765850014063,-69.0574387510548,-66.0382925007032,-63.0191462503516
-112.497091160991,-108.026674033874,-103.556256906757,-99.0858397796396,-94.6154226525225,-90.1450055254054,-85.6745883982883,-81.2041712711712,-76.7337541440541,-72.2633370169369,-67.7929198898198,-63.3225027627027,-58.8520856355856,-54.3816685084685,-49.9112513813514,-45.4408342542342,-40.9704171271171
-111.957748688773,-105.724939942375,-99.4921311959762,-93.2593224495778,-87.0265137031793,-80.7937049567809,-74.5608962103825,-68.3280874639841,-62.0952787175857,-55.8624699711873,-49.6296612247889,-43.3968524783905,-37.1640437319921,-30.9312349855936,-24.6984262391952,-18.4656174927968,-12.2328087463984
-111.417276298754,-108.863318869416,-106.309361440077,-103.755404010739,-101.2014465814,-98.6474891520617,-96.0935317227232,-93.5395742933847,-90.9856168640462,-88.4316594347078,-85.8777020053693,-83.3237445760308,-80.7697871466924,-78.2158297173539,-75.6618722880154,-73.1079148586769,-70.5539574293385
-113.137464654906,-108.629378498735,-104.121292342564,-99.6132061863932,-95.1051200302222,-90.5970338740513,-86.0889477178804,-81.5808615617094,-77.0727754055385,-72.5646892493675,-68.0566030931966,-63.5485169370256,-59.0404307808547,-54.5323446246838,-50.0242584685128,-45.5161723123419,-41.0080861561709
-112.596203451803,-108.355250307579,-104.114297163356,-99.8733440191319,-95.6323908749082,-91.3914377306845,-87.1504845864608,-82.9095314422371,-78.6685782980134,-74.4276251537896,-70.1866720095659,-65.9457188653422,-61.7047657211185,-57.4638125768948,-53.2228594326711,-48.9819062884474,-44.7409531442237
-112.053757636449,-108.815301304893,-105.576844973337,-102.338388641782,-99.0999323102257,-95.8614759786699,-92.6230196471141,-89.3845633155582,-86.1461069840024,-82.9076506524466,-79.6691943208908,-76.4307379893349,-73.1922816577791,-69.9538253262233,-66.7153689946675,-63.4769126631116,-60.2384563315558
-111.510161814116,-109.450740530933,-107.391319247749,-105.331897964566,-103.272476681383,-101.2130553982,-99.1536341150162,-97.0942128318329,-95.0347915486497,-92.9753702654664,-90.9159489822831,-88.8565276990998,-86.7971064159165,-84.7376851327332,-82.6782638495499,-80.6188425663666,-78.5594212831833
-113.240878469618,-108.520826794935,-103.800775120251,-99.0807234455678,-94.3606717708844,-89.6406200962009,-84.9205684215175,-80.2005167468341,-75.4804650721507,-70.7604133974673,-66.0403617227839,-61.3203100481005,-56.6002583734171,-51.8802066987336,-47.1601550240502,-42.4401033493668,-37.7200516746834
-112.69650043566,-108.773176880621,-104.849853325582,-100.926529770544,-97.0032062155047,-93.0798826604659,-89.1565591054271,-85.2332355503882,-81.3099119953494,-77.3865884403106,-73.4632648852718,-69.5399413302329,-65.6166177751941,-61.6932942201553,-57.7699706651165,-53.8466471100776,-49.9233235550388
-112.150916670058,-108.494980395349,-104.839044120639,-101.18310784593,-97.5271715712208,-93.8712352965115,-90.2152990218022,-86.5593627470929,-82.9034264723836,-79.2474901976744,-75.5915539229651,-71.9356176482558,-68.2796813735465,-64.6237450988372,-60.9678088241279,-57.3118725494186,-53.6559362747093
-111.604162334574,-108.156858667834,-104.709555001095,-101.262251334355,-97.8149476676154,-94.3676440008758,-90.9203403341361,-87.4730366673965,-84.0257330006568,-80.5784293339172,-77.1311256671775,-73.6838220004379,-70.2365183336982,-66.7892146669586,-63.3419110002189,-59.8946073334793,-56.4473036667396
-113.345532763862,-106.207560248341,-99.0695877328194,-91.9316152172981,-84.7936427017768,-77.6556701862555,-70.5176976707342,-63.3797251552129,-56.2417526396916,-49.1037801241703,-41.9658076086491,-34.8278350931278,-27.6898625776065,-20.5518900620852,-13.4139175465639,-6.27594503104259,0.862027484478706
-112.798003234314,-108.574591279354,-104.351179324395,-100.127767369435,-95.9043554144754,-91.6809434595158,-87.4575315045561,-83.2341195495965,-79.0107075946368,-74.7872956396772,-70.5638836847175,-66.3404717297579,-62.1170597747982,-57.8936478198386,-53.6702358648789,-49.4468239099193,-45.2234119549596
-112.249246354818,-107.675761275123,-103.102276195428,-98.5287911157325,-93.9553060360373,-89.3818209563421,-84.8083358766469,-80.2348507969518,-75.6613657172566,-71.0878806375614,-66.5143955578662,-61.9409104781711,-57.3674253984759,-52.7939403187807,-48.2204552390855,-43.6469701593903,-39.0734850796952
-111.699297854929,-108.216986216404,-104.734674577879,-101.252362939353,-97.7700513008281,-94.2877396623028,-90.8054280237776,-87.3231163852523,-83.8408047467271,-80.3584931082019,-76.8761814696767,-73.3938698311514,-69.9115581926262,-66.4292465541009,-62.9469349155757,-59.4646232770505,-55.9823116385252
-111.14819396609,-107.492417850438,-103.836641734785,-100.180865619133,-96.5250895034806,-92.8693133878282,-89.2135372721759,-85.5577611565235,-81.9019850408712,-78.2462089252188,-74.5904328095665,-70.9346566939141,-67.2788805782618,-63.6231044626094,-59.9673283469571,-56.3115522313047,-52.6557761156524
-112.900733468504,-108.230102088004,-103.559470707504,-98.8888393270033,-94.218207946503,-89.5475765660028,-84.8769451855026,-80.2063138050024,-75.5356824245021,-70.8650510440019,-66.1944196635016,-61.5237882830014,-56.8531569025012,-52.1825255220009,-47.5118941415007,-42.8412627610005,-38.1706313805002
-112.348767743632,-109.828251994007,-107.307736244381,-104.787220494756,-102.26670474513,-99.7461889955049,-97.2256732458795,-94.7051574962541,-92.1846417466287,-89.6641259970033,-87.1436102473779,-84.6230944977525,-82.1025787481271,-79.5820629985016,-77.0615472488762,-74.5410314992508,-72.0205157496254
-111.795588845885,-108.719377737304,-105.643166628722,-102.566955520141,-99.4907444115591,-96.4145333029777,-93.3383221943962,-90.2621110858147,-87.1858999772332,-84.1096888686518,-81.0334777600703,-77.9572666514888,-74.8810555429073,-71.8048444343259,-68.7286333257444,-65.6524222171629,-62.5762111085815
-95.41551369443,-91.8910717124047,-88.3666297303794,-84.8421877483541,-81.3177457663288,-77.7933037843035,-74.2688618022783,-70.7444198202529,-67.2199778382276,-63.6955358562024,-60.1710938741771,-56.6466518921518,-53.1222099101265,-49.5977679281012,-46.0733259460759,-42.5488839640506,-39.0244419820253
-94.8553617145913,-90.893281613733,-86.9312015128747,-82.9691214120164,-79.007041311158,-75.0449612102997,-71.0828811094414,-67.1208010085831,-63.1587209077248,-59.1966408068665,-55.2345607060082,-51.2724806051499,-47.3104005042916,-43.3483204034332,-39.3862403025749,-35.4241602017166,-31.4620801008583
-95.9757097702952,-92.2418444896896,-88.507979209084,-84.7741139284784,-81.0402486478728,-77.3063833672672,-73.5725180866616,-69.838652806056,-66.1047875254504,-62.3709222448448,-58.6370569642392,-54.9031916836336,-51.169326403028,-47.4354611224224,-43.7015958418168,-39.9677305612112,-36.2338652806056
-96.5326362208621,-92.7660105608114,-88.9993849007607,-85.23275924071,-81.4661335806592,-77.6995079206086,-73.9328822605578,-70.1662566005071,-66.3996309404564,-62.6330052804057,-58.866379620355,-55.0997539603043,-51.3331283002536,-47.5665026402028,-43.7998769801521,-40.0332513201014,-36.2666256600507
-95.9758580538102,-92.1537487565272,-88.3316394592443,-84.5095301619613,-80.6874208646784,-76.8653115673955,-73.0432022701125,-69.2210929728295,-65.3989836755466,-61.5768743782636,-57.7547650809807,-53.9326557836977,-50.1105464864148,-46.2884371891318,-42.4663278918489,-38.6442185945659,-34.8221092972829
-97.0960651558858,-93.3845319114219,-89.6729986669581,-85.9614654224942,-82.2499321780303,-78.5383989335665,-74.8268656891026,-71.1153324446387,-67.4037992001748,-63.692265955711,-59.9807327112471,-56.2691994667832,-52.5576662223194,-48.8461329778555,-45.1345997333916,-41.4230664889277,-37.7115332444639
-96.5359076788396,-93.0337954624373,-89.5316832460349,-86.0295710296326,-82.5274588132303,-79.025346596828,-75.5232343804256,-72.0211221640233,-68.519009947621,-65.0168977312186,-61.5147855148163,-58.012673298414,-54.5105610820116,-51.0084488656093,-47.506336649207,-44.0042244328047,-40.5021122164023
-97.6561399555559,-93.8528376052291,-90.0495352549023,-86.2462329045755,-82.4429305542486,-78.6396282039218,-74.836325853595,-71.0330235032682,-67.2297211529414,-63.4264188026145,-59.6231164522877,-55.8198141019609,-52.0165117516341,-48.2132094013073,-44.4099070509805,-40.6066047006536,-36.8033023503268
-103.199065096314,-100.599120090648,-97.9991750849829,-95.3992300793174,-92.7992850736519,-90.1993400679864,-87.5993950623208,-84.9994500566553,-82.3995050509898,-79.7995600453242,-77.1996150396587,-74.5996700339932,-71.9997250283276,-69.3997800226621,-66.7998350169966,-64.199890011331,-61.5999450056655
-103.799499073936,-101.987763834293,-100.176028594649,-98.3642933550061,-96.5525581153628,-94.7408228757195,-92.9290876360762,-91.1173523964329,-89.3056171567897,-87.4938819171464,-85.6821466775031,-83.8704114378598,-82.0586761982165,-80.2469409585732,-78.4352057189299,-76.6234704792866,-74.8117352396433
-103.243097741299,-100.699386109458,-98.1556744776168,-95.6119628457757,-93.0682512139345,-90.5245395820934,-87.9808279502523,-85.4371163184112,-82.8934046865701,-80.3496930547289,-77.8059814228878,-75.2622697910467,-72.7185581592056,-70.1748465273645,-67.6311348955233,-65.0874232636822,-62.5437116318411
-103.847464035692,-102.385848504181,-100.924232972669,-99.4626174411581,-98.0010019096468,-96.5393863781355,-95.0777708466242,-93.6161553151129,-92.1545397836016,-90.6929242520904,-89.2313087205791,-87.7696931890678,-86.3080776575565,-84.8464621260452,-83.3848465945339,-81.9232310630226,-80.4616155315113
-103.287671193323,-100.976631711363,-98.6655922294026,-96.3545527474425,-94.0435132654823,-91.7324737835221,-89.421434301562,-87.1103948196018,-84.7993553376416,-82.4883158556814,-80.1772763737212,-77.8662368917611,-75.5551974098009,-73.2441579278407,-70.9331184458805,-68.6220789639204,-66.3110394819602
-102.727327582063,-100.302190665471,-97.8770537488791,-95.4519168322872,-93.0267799156952,-90.6016429991033,-88.1765060825114,-85.7513691659194,-83.3262322493275,-80.9010953327355,-78.4759584161436,-76.0508214995517,-73.6256845829597,-71.2005476663678,-68.7754107497758,-66.3502738331839,-63.9251369165919
-108.22643282016,-106.477819124856,-104.729205429553,-102.980591734249,-101.231978038946,-99.4833643436424,-97.7347506483388,-95.9861369530353,-94.2375232577318,-92.4889095624282,-90.7402958671247,-88.9916821718212,-87.2430684765176,-85.4944547812141,-83.7458410859106,-81.9972273906071,-80.2486136953035
-107.675794175846,-107.047806283149,-106.419818390452,-105.791830497756,-105.163842605059,-104.535854712362,-103.907866819665,-103.279878926968,-102.651891034271,-102.023903141575,-101.395915248878,-100.767927356181,-100.139939463484,-99.5119515707873,-98.8839636780905,-98.2559757853936,-97.6279878926968
-108.854096224197,-107.156796446303,-105.459496668409,-103.762196890515,-102.064897112621,-100.367597334727,-98.6702975568333,-96.9729977789394,-95.2756980010455,-93.5783982231515,-91.8810984452576,-90.1837986673636,-88.4864988894697,-86.7891991115758,-85.0918993336818,-83.3945995557879,-81.6972997778939
-108.301083316468,-106.283372533146,-104.265661749825,-102.247950966503,-100.230240183181,-98.2125293998598,-96.1948186165381,-94.1771078332165,-92.1593970498948,-90.1416862665732,-88.1239754832515,-86.1062646999299,-84.0885539166082,-82.0708431332866,-80.0531323499649,-78.0354215666433,-76.0177107833216
-107.747158929036,-106.291443697916,-104.835728466796,-103.380013235677,-101.924298004557,-100.468582773437,-99.0128675423174,-97.5571523111977,-96.1014370800779,-94.6457218489581,-93.1900066178383,-91.7342913867186,-90.2785761555988,-88.8228609244791,-87.3671456933593,-85.9114304622395,-84.4557152311198
