"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"2227",0,3005,3005,0,0,0,0,0,0
"2228",0,3006,3006,0,0,0,0,0,0
"2229",0,3007,3007,0,0,0,0,0,0
"2230",0,3008,3008,0,0,0,0,0,0
"2231",0,3009,3009,0,0,0,0,0,0
"2232",0,3011,3011,0,0,0,0,0,0
"2233",0,3012,3012,0,0,0,0,0,0
"2234",0,3013,3013,0,0,0,0,0,0
"2235",0,3014,3014,0,0,0,0,0,0
"2236",0,3020,3020,0,0,0,0,0,0
"2237",0,3021,3021,0,0,0,0,0,0
"2238",0,3022,3022,0,0,0,0,0,0
"2239",0,3023,3023,0,0,0,0,0,0
"2240",0,3024,3024,0,0,0,0,0,0
"2241",0,3035,3035,0,0,0,0,0,0
"2242",0,3036,3036,0,0,0,0,0,0
"2243",0,3043,3043,0,0,0,0,0,0
"2244",0,3044,3044,0,0,0,0,0,0
"2245",0,3045,3045,0,0,0,0,0,0
"2246",0,3046,3046,0,0,0,0,0,0
"2247",0,3047,3047,0,0,0,0,0,0
"2248",0,3048,3048,0,0,0,0,0,0
"2249",0,3049,3049,0,0,0,0,0,0
"2250",0,3054,3054,0,0,0,0,0,0
"2251",0,3055,3055,0,0,0,0,0,0
"2252",0,3056,3056,0,0,0,0,0,0
"2253",0,3057,3057,0,0,0,0,0,0
"2254",0,3058,3058,0,0,0,0,0,0
"2255",0,3059,3059,0,0,0,0,0,0
"2256",0,3060,3060,0,0,0,0,0,0
"2257",0,3063,3063,0,0,0,0,0,0
"2258",0,3065,3065,0,0,0,0,0,0
"2259",0,3076,3076,0,0,0,0,0,0
"2260",0,3077,3077,0,0,0,0,0,0
"2261",0,3078,3078,0,0,0,0,0,0
"2262",0,3079,3079,0,0,0,0,0,0
"2263",0,3080,3080,0,0,0,0,0,0
"2264",0,3081,3081,0,0,0,0,0,0
"2265",0,3082,3082,0,0,0,0,0,0
"2266",0,3084,3084,0,0,0,0,0,0
"2267",0,3096,3096,0,0,0,0,0,0
"2268",0,3098,3098,0,0,0,0,0,0
"2269",0,3099,3099,0,0,0,0,0,0
"2270",0,3105,3105,0,0,0,0,0,0
"2271",0,3106,3106,0,0,0,0,0,0
"2272",0,3107,3107,0,0,0,0,0,0
"2273",0,3115,3115,0,0,0,0,0,0
"2274",0,3121,3121,0,0,0,0,0,0
"2275",0,3123,3123,0,0,0,0,0,0
"2276",0,3126,3126,0,0,0,0,0,0
"2277",0,3127,3127,0,0,0,0,0,0
"2278",0,3128,3128,0,0,0,0,0,0
"2279",0,3133,3133,0,0,0,0,0,0
"2280",0,3134,3134,0,0,0,0,0,0
"2281",0,3143,3143,0,0,0,0,0,0
"2282",0,3149,3149,0,0,0,0,0,0
"2283",0,3150,3150,0,0,0,0,0,0
"2284",0,3151,3151,0,0,0,0,0,0
"2285",0,3156,3156,0,0,0,0,0,0
"2286",0,3157,3157,0,0,0,0,0,0
"2287",0,3158,3158,0,0,0,0,0,0
"2288",0,3161,3161,0,0,0,0,0,0
"2289",0,3162,3162,0,0,0,0,0,0
"2290",0,3167,3167,0,0,0,0,0,0
"2291",0,3168,3168,0,0,0,0,0,0
"2292",0,3169,3169,0,0,0,0,0,0
"2293",0,3170,3170,0,0,0,0,0,0
"2294",0,3175,3175,0,0,0,0,0,0
"2295",0,3176,3176,0,0,0,0,0,0
"2296",0,3177,3177,0,0,0,0,0,0
"2297",0,3178,3178,0,0,0,0,0,0
"2298",0,3179,3179,0,0,0,0,0,0
"2299",0,3180,3180,0,0,0,0,0,0
"2300",0,3181,3181,0,0,0,0,0,0
"2301",0,3182,3182,0,0,0,0,0,0
"2302",0,3189,3189,0,0,0,0,0,0
"2303",0,3190,3190,0,0,0,0,0,0
"2304",0,3194,3194,0,0,0,0,0,0
"2305",0,3195,3195,0,0,0,0,0,0
"2306",0,3196,3196,0,0,0,0,0,0
"2307",0,3197,3197,0,0,0,0,0,0
"2308",0,3198,3198,0,0,0,0,0,0
"2309",0,3203,3203,0,0,0,0,0,0
"2310",0,3204,3204,0,0,0,0,0,0
"2311",0,3205,3205,0,0,0,0,0,0
"2312",0,3206,3206,0,0,0,0,0,0
"2313",0,3211,3211,0,0,0,0,0,0
"2314",0,3212,3212,0,0,0,0,0,0
"2315",0,3213,3213,0,0,0,0,0,0
"2316",0,3214,3214,0,0,0,0,0,0
"2317",0,3215,3215,0,0,0,0,0,0
"2318",0,3216,3216,0,0,0,0,0,0
"2319",0,3217,3217,0,0,0,0,0,0
"2320",0,3218,3218,0,0,0,0,0,0
"2321",0,3219,3219,0,0,0,0,0,0
"2322",0,3220,3220,0,0,0,0,0,0
"2323",0,3221,3221,0,0,0,0,0,0
"2324",0,3222,3222,0,0,0,0,0,0
"2325",0,3223,3223,0,0,0,0,0,0
"2326",0,3224,3224,0,0,0,0,0,0
"2327",0,3225,3225,0,0,0,0,0,0
"2328",0,3226,3226,0,0,0,0,0,0
"2329",0,3227,3227,0,0,0,0,0,0
"2330",0,3228,3228,0,0,0,0,0,0
"2331",0,3229,3229,0,0,0,0,0,0
"2332",0,3230,3230,0,0,0,0,0,0
"2333",0,3231,3231,0,0,0,0,0,0
"2334",0,3232,3232,0,0,0,0,0,0
"2335",0,3233,3233,0,0,0,0,0,0
"2336",0,3234,3234,0,0,0,0,0,0
"2337",0,3235,3235,0,0,0,0,0,0
"2338",0,3236,3236,0,0,0,0,0,0
"2339",0,3237,3237,0,0,0,0,0,0
"2340",0,3238,3238,0,0,0,0,0,0
"2341",0,3239,3239,0,0,0,0,0,0
"2342",0,3240,3240,0,0,0,0,0,0
"2343",0,3241,3241,0,0,0,0,0,0
"2344",0,3242,3242,0,0,0,0,0,0
"2345",0,3243,3243,0,0,0,0,0,0
"2346",0,3244,3244,0,0,0,0,0,0
"2347",0,3245,3245,0,0,0,0,0,0
"2348",0,3246,3246,0,0,0,0,0,0
"2349",0,3247,3247,0,0,0,0,0,0
"2350",0,3248,3248,0,0,0,0,0,0
"2351",0,3249,3249,0,0,0,0,0,0
"2352",0,3250,3250,0,0,0,0,0,0
"2353",0,3251,3251,0,0,0,0,0,0
"2354",0,3252,3252,0,0,0,0,0,0
"2355",0,3253,3253,0,0,0,0,0,0
"2356",0,3254,3254,0,0,0,0,0,0
"2357",0,3255,3255,0,0,0,0,0,0
"2358",0,3256,3256,0,0,0,0,0,0
"2359",0,3257,3257,0,0,0,0,0,0
"2360",0,3258,3258,0,0,0,0,0,0
"2361",0,3259,3259,0,0,0,0,0,0
"2362",0,3260,3260,0,0,0,0,0,0
"2363",0,3261,3261,0,0,0,0,0,0
"2364",0,3262,3262,0,0,0,0,0,0
"2365",0,3263,3263,0,0,0,0,0,0
"2366",0,3264,3264,0,0,0,0,0,0
"2367",0,3265,3265,0,0,0,0,0,0
"2368",0,3266,3266,0,0,0,0,0,0
"2369",0,3267,3267,0,0,0,0,0,0
"2370",0,3268,3268,0,0,0,0,0,0
"2371",0,3269,3269,0,0,0,0,0,0
"2372",0,3270,3270,0,0,0,0,0,0
"2373",0,3271,3271,0,0,0,0,0,0
"2374",0,3272,3272,0,0,0,0,0,0
"2375",0,3273,3273,0,0,0,0,0,0
"2376",0,3274,3274,0,0,0,0,0,0
"2377",0,3275,3275,0,0,0,0,0,0
"2378",0,3276,3276,0,0,0,0,0,0
"2379",0,3277,3277,0,0,0,0,0,0
"2380",0,3278,3278,0,0,0,0,0,0
"2381",0,3279,3279,0,0,0,0,0,0
"2382",0,3280,3280,0,0,0,0,0,0
"2383",0,3281,3281,0,0,0,0,0,0
"2384",0,3282,3282,0,0,0,0,0,0
"2385",0,3283,3283,0,0,0,0,0,0
"2386",0,3284,3284,0,0,0,0,0,0
"2387",0,3285,3285,0,0,0,0,0,0
"2388",0,3286,3286,0,0,0,0,0,0
"2389",0,3287,3287,0,0,0,0,0,0
"2390",0,3288,3288,0,0,0,0,0,0
"2391",0,3289,3289,0,0,0,0,0,0
"2392",0,3290,3290,0,0,0,0,0,0
"2393",0,3291,3291,0,0,0,0,0,0
"2394",0,3292,3292,0,0,0,0,0,0
"2395",0,3293,3293,0,0,0,0,0,0
"2396",0,3294,3294,0,0,0,0,0,0
"2397",0,3295,3295,0,0,0,0,0,0
"2398",0,3296,3296,0,0,0,0,0,0
"2399",0,3297,3297,0,0,0,0,0,0
"2400",0,3298,3298,0,0,0,0,0,0
"2401",0,3299,3299,0,0,0,0,0,0
"2402",0,3300,3300,0,0,0,0,0,0
"2403",0,3301,3301,0,0,0,0,0,0
"2404",0,3302,3302,0,0,0,0,0,0
"2405",0,3303,3303,0,0,0,0,0,0
"2406",0,3304,3304,0,0,0,0,0,0
"2407",0,3305,3305,0,0,0,0,0,0
"2408",0,3306,3306,0,0,0,0,0,0
"2409",0,3307,3307,0,0,0,0,0,0
"2410",0,3308,3308,0,0,0,0,0,0
"2411",0,3309,3309,0,0,0,0,0,0
"2412",0,3310,3310,0,0,0,0,0,0
"2413",0,3311,3311,0,0,0,0,0,0
"2414",0,3312,3312,0,0,0,0,0,0
"2415",0,3313,3313,0,0,0,0,0,0
"2416",0,3314,3314,0,0,0,0,0,0
"2417",0,3315,3315,0,0,0,0,0,0
"2418",0,3316,3316,0,0,0,0,0,0
"2419",0,3317,3317,0,0,0,0,0,0
"2420",0,3318,3318,0,0,0,0,0,0
"2421",0,3319,3319,0,0,0,0,0,0
"2422",0,3320,3320,0,0,0,0,0,0
"2423",0,3321,3321,0,0,0,0,0,0
"2424",0,3322,3322,0,0,0,0,0,0
"2425",0,3323,3323,0,0,0,0,0,0
"2426",0,3324,3324,0,0,0,0,0,0
"2427",0,3325,3325,0,0,0,0,0,0
"2428",0,3326,3326,0,0,0,0,0,0
"2429",0,3327,3327,0,0,0,0,0,0
"2430",0,3328,3328,0,0,0,0,0,0
"2431",0,3329,3329,0,0,0,0,0,0
"2432",0,3330,3330,0,0,0,0,0,0
"2433",0,3331,3331,0,0,0,0,0,0
"2434",0,3333,3333,0,0,0,0,0,0
"2435",0,3334,3334,0,0,0,0,0,0
"2436",0,3335,3335,0,0,0,0,0,0
"2437",0,3336,3336,0,0,0,0,0,0
"2438",0,3337,3337,0,0,0,0,0,0
"2439",0,3338,3338,0,0,0,0,0,0
"2440",0,3339,3339,0,0,0,0,0,0
"2441",0,3340,3340,0,0,0,0,0,0
"2442",0,3341,3341,0,0,0,0,0,0
"2443",0,3342,3342,0,0,0,0,0,0
"2444",0,3343,3343,0,0,0,0,0,0
"2445",0,3344,3344,0,0,0,0,0,0
"2446",0,3345,3345,0,0,0,0,0,0
"2447",0,3346,3346,0,0,0,0,0,0
"2448",0,3347,3347,0,0,0,0,0,0
"2449",0,3348,3348,0,0,0,0,0,0
"2450",0,3349,3349,0,0,0,0,0,0
"2451",0,3350,3350,0,0,0,0,0,0
"2452",0,3351,3351,0,0,0,0,0,0
"2453",0,3352,3352,0,0,0,0,0,0
"2454",0,3353,3353,0,0,0,0,0,0
"2455",0,3354,3354,0,0,0,0,0,0
"2456",0,3355,3355,0,0,0,0,0,0
"2457",0,3356,3356,0,0,0,0,0,0
"2458",0,3357,3357,0,0,0,0,0,0
"2459",0,3358,3358,0,0,0,0,0,0
"2460",0,3359,3359,0,0,0,0,0,0
"2461",0,3360,3360,0,0,0,0,0,0
"2462",0,3361,3361,0,0,0,0,0,0
"2463",0,3362,3362,0,0,0,0,0,0
"2464",0,3363,3363,0,0,0,0,0,0
"2465",0,3364,3364,0,0,0,0,0,0
"2466",0,3365,3365,0,0,0,0,0,0
"2467",0,3366,3366,0,0,0,0,0,0
"2468",0,3367,3367,0,0,0,0,0,0
"2469",0,3368,3368,0,0,0,0,0,0
"2470",0,3369,3369,0,0,0,0,0,0
"2471",0,3370,3370,0,0,0,0,0,0
"2472",0,3371,3371,0,0,0,0,0,0
"2473",0,3372,3372,0,0,0,0,0,0
"2474",0,0,0,0,0,0,0,0,0
"2475",0,0,0,0,0,0,0,0,0
"2476",0,0,0,0,0,0,0,0,0
"2477",0,0,0,0,0,0,0,0,0
"2478",0,0,0,0,0,0,0,0,0
"2479",0,0,0,0,0,0,0,0,0
"2480",0,0,0,0,0,0,0,0,0
"2481",0,0,0,0,0,0,0,0,0
"2482",0,0,0,0,0,0,0,0,0
"2483",0,0,0,0,0,0,0,0,0
"2484",0,0,0,0,0,0,0,0,0
"2485",0,0,0,0,0,0,0,0,0
"2486",0,0,0,0,0,0,0,0,0
"2487",0,0,0,0,0,0,0,0,0
"2488",0,0,0,0,0,0,0,0,0
"2489",0,0,0,0,0,0,0,0,0
"2490",0,0,0,0,0,0,0,0,0
"2491",0,0,0,0,0,0,0,0,0
"2492",0,0,0,0,0,0,0,0,0
"2493",0,0,0,0,0,0,0,0,0
"2494",0,0,0,0,0,0,0,0,0
"2495",0,0,0,0,0,0,0,0,0
"2496",0,0,0,0,0,0,0,0,0
"2497",0,0,0,0,0,0,0,0,0
"2498",0,0,0,0,0,0,0,0,0
"2499",0,0,0,0,0,0,0,0,0
"2500",0,0,0,0,0,0,0,0,0
"2501",0,0,0,0,0,0,0,0,0
"2502",0,0,0,0,0,0,0,0,0
"2503",0,0,0,0,0,0,0,0,0
"2504",0,0,0,0,0,0,0,0,0
"2505",0,0,0,0,0,0,0,0,0
"2506",0,0,0,0,0,0,0,0,0
"2507",0,0,0,0,0,0,0,0,0
"2508",0,0,0,0,0,0,0,0,0
"2509",0,0,0,0,0,0,0,0,0
"2510",0,0,0,0,0,0,0,0,0
"2511",0,0,0,0,0,0,0,0,0
"2512",0,0,0,0,0,0,0,0,0
"2513",0,0,0,0,0,0,0,0,0
"2514",0,0,0,0,0,0,0,0,0
"2515",0,0,0,0,0,0,0,0,0
"2516",0,0,0,0,0,0,0,0,0
"2517",0,0,0,0,0,0,0,0,0
"2518",0,0,0,0,0,0,0,0,0
"2519",0,0,0,0,0,0,0,0,0
"2520",0,0,0,0,0,0,0,0,0
"2521",0,0,0,0,0,0,0,0,0
"2522",0,0,0,0,0,0,0,0,0
"2523",0,0,0,0,0,0,0,0,0
"2524",0,0,0,0,0,0,0,0,0
"2525",0,0,0,0,0,0,0,0,0
"2526",0,0,0,0,0,0,0,0,0
"2527",0,0,0,0,0,0,0,0,0
"2528",0,0,0,0,0,0,0,0,0
"2529",0,0,0,0,0,0,0,0,0
"2530",0,0,0,0,0,0,0,0,0
"2531",0,0,0,0,0,0,0,0,0
"2532",0,0,0,0,0,0,0,0,0
"2533",0,0,0,0,0,0,0,0,0
"2534",0,0,0,0,0,0,0,0,0
"2535",0,0,0,0,0,0,0,0,0
"2536",0,0,0,0,0,0,0,0,0
"2537",0,0,0,0,0,0,0,0,0
"2538",0,0,0,0,0,0,0,0,0
"2539",0,0,0,0,0,0,0,0,0
"2540",0,0,0,0,0,0,0,0,0
"2541",0,0,0,0,0,0,0,0,0
"2542",0,0,0,0,0,0,0,0,0
"2543",0,0,0,0,0,0,0,0,0
"2544",0,0,0,0,0,0,0,0,0
"2545",0,0,0,0,0,0,0,0,0
"2546",0,0,0,0,0,0,0,0,0
"2547",0,0,0,0,0,0,0,0,0
"2548",0,0,0,0,0,0,0,0,0
"2549",0,0,0,0,0,0,0,0,0
"2550",0,0,0,0,0,0,0,0,0
"2551",0,0,0,0,0,0,0,0,0
"2552",0,0,0,0,0,0,0,0,0
"2553",0,0,0,0,0,0,0,0,0
"2554",0,0,0,0,0,0,0,0,0
"2555",0,0,0,0,0,0,0,0,0
"2556",0,0,0,0,0,0,0,0,0
"2557",0,0,0,0,0,0,0,0,0
"2558",0,0,0,0,0,0,0,0,0
"2559",0,0,0,0,0,0,0,0,0
"2560",0,0,0,0,0,0,0,0,0
"2561",0,0,0,0,0,0,0,0,0
"2562",0,0,0,0,0,0,0,0,0
"2563",0,0,0,0,0,0,0,0,0
"2564",0,0,0,0,0,0,0,0,0
"2565",0,0,0,0,0,0,0,0,0
"2566",0,0,0,0,0,0,0,0,0
"2567",0,0,0,0,0,0,0,0,0
"2568",0,0,0,0,0,0,0,0,0
"2569",0,0,0,0,0,0,0,0,0
"2570",0,0,0,0,0,0,0,0,0
"2571",0,0,0,0,0,0,0,0,0
"2572",0,0,0,0,0,0,0,0,0
"2573",0,0,0,0,0,0,0,0,0
"2574",0,0,0,0,0,0,0,0,0
"2575",0,0,0,0,0,0,0,0,0
"2576",0,0,0,0,0,0,0,0,0
"2577",0,0,0,0,0,0,0,0,0
"2578",0,0,0,0,0,0,0,0,0
"2579",0,0,0,0,0,0,0,0,0
"2580",0,0,0,0,0,0,0,0,0
"2581",0,0,0,0,0,0,0,0,0
"2582",0,0,0,0,0,0,0,0,0
"2583",0,0,0,0,0,0,0,0,0
"2584",0,0,0,0,0,0,0,0,0
"2585",0,0,0,0,0,0,0,0,0
"2586",0,0,0,0,0,0,0,0,0
"2587",0,0,0,0,0,0,0,0,0
"2588",0,0,0,0,0,0,0,0,0
"2589",0,0,0,0,0,0,0,0,0
"2590",0,0,0,0,0,0,0,0,0
"2591",0,0,0,0,0,0,0,0,0
"2592",0,0,0,0,0,0,0,0,0
"2593",0,0,0,0,0,0,0,0,0
"2594",0,0,0,0,0,0,0,0,0
"2595",0,0,0,0,0,0,0,0,0
"2596",0,0,0,0,0,0,0,0,0
"2597",0,0,0,0,0,0,0,0,0
"2598",0,0,0,0,0,0,0,0,0
"2599",0,0,0,0,0,0,0,0,0
"2600",0,0,0,0,0,0,0,0,0
"2601",0,0,0,0,0,0,0,0,0
"2602",0,0,0,0,0,0,0,0,0
"2603",0,0,0,0,0,0,0,0,0
"2604",0,0,0,0,0,0,0,0,0
"2605",0,0,0,0,0,0,0,0,0
"2606",0,0,0,0,0,0,0,0,0
"2607",0,0,0,0,0,0,0,0,0
"2608",0,0,0,0,0,0,0,0,0
"2609",0,0,0,0,0,0,0,0,0
"2610",0,0,0,0,0,0,0,0,0
"2611",0,0,0,0,0,0,0,0,0
"2612",0,0,0,0,0,0,0,0,0
"2613",0,0,0,0,0,0,0,0,0
"2614",0,0,0,0,0,0,0,0,0
"2615",0,0,0,0,0,0,0,0,0
"2616",0,0,0,0,0,0,0,0,0
"2617",0,0,0,0,0,0,0,0,0
"2618",0,0,0,0,0,0,0,0,0
"2619",0,0,0,0,0,0,0,0,0
"2620",0,0,0,0,0,0,0,0,0
"2621",0,0,0,0,0,0,0,0,0
"2622",0,0,0,0,0,0,0,0,0
"2623",0,0,0,0,0,0,0,0,0
"2624",0,0,0,0,0,0,0,0,0
"2625",0,0,0,0,0,0,0,0,0
"2626",0,0,0,0,0,0,0,0,0
"2627",0,0,0,0,0,0,0,0,0
"2628",0,0,0,0,0,0,0,0,0
"2629",0,0,0,0,0,0,0,0,0
"2630",0,0,0,0,0,0,0,0,0
"2631",0,0,0,0,0,0,0,0,0
"2632",0,0,0,0,0,0,0,0,0
"2633",0,0,0,0,0,0,0,0,0
"2634",0,0,0,0,0,0,0,0,0
"2635",0,0,0,0,0,0,0,0,0
"2636",0,0,0,0,0,0,0,0,0
"2637",0,0,0,0,0,0,0,0,0
"2638",0,0,0,0,0,0,0,0,0
"2639",0,0,0,0,0,0,0,0,0
"2640",0,0,0,0,0,0,0,0,0
"2641",0,0,0,0,0,0,0,0,0
"2642",0,0,0,0,0,0,0,0,0
"2643",0,0,0,0,0,0,0,0,0
"2644",0,0,0,0,0,0,0,0,0
"2645",0,0,0,0,0,0,0,0,0
"2646",0,0,0,0,0,0,0,0,0
"2647",0,0,0,0,0,0,0,0,0
"2648",0,0,0,0,0,0,0,0,0
"2649",0,0,0,0,0,0,0,0,0
"2650",0,0,0,0,0,0,0,0,0
"2651",0,0,0,0,0,0,0,0,0
"2652",0,0,0,0,0,0,0,0,0
"2653",0,0,0,0,0,0,0,0,0
"2654",0,0,0,0,0,0,0,0,0
"2655",0,0,0,0,0,0,0,0,0
"2656",0,0,0,0,0,0,0,0,0
"2657",0,0,0,0,0,0,0,0,0
"2658",0,0,0,0,0,0,0,0,0
"2659",0,0,0,0,0,0,0,0,0
"2660",0,0,0,0,0,0,0,0,0
"2661",0,0,0,0,0,0,0,0,0
"2662",0,0,0,0,0,0,0,0,0
"2663",0,0,0,0,0,0,0,0,0
"2664",0,0,0,0,0,0,0,0,0
"2665",0,0,0,0,0,0,0,0,0
"2666",0,0,0,0,0,0,0,0,0
"2667",0,0,0,0,0,0,0,0,0
"2668",0,0,0,0,0,0,0,0,0
"2669",0,0,0,0,0,0,0,0,0
"2670",0,0,0,0,0,0,0,0,0
"2671",0,0,0,0,0,0,0,0,0
"2672",0,0,0,0,0,0,0,0,0
"2673",0,0,0,0,0,0,0,0,0
"2674",0,0,0,0,0,0,0,0,0
"2675",0,0,0,0,0,0,0,0,0
"2676",0,0,0,0,0,0,0,0,0
"2677",0,0,0,0,0,0,0,0,0
"2678",0,0,0,0,0,0,0,0,0
"2679",0,0,0,0,0,0,0,0,0
"2680",0,0,0,0,0,0,0,0,0
"2681",0,0,0,0,0,0,0,0,0
"2682",0,0,0,0,0,0,0,0,0
"2683",0,0,0,0,0,0,0,0,0
"2684",0,0,0,0,0,0,0,0,0
"2685",0,0,0,0,0,0,0,0,0
"2686",0,0,0,0,0,0,0,0,0
"2687",0,0,0,0,0,0,0,0,0
"2688",0,0,0,0,0,0,0,0,0
"2689",0,0,0,0,0,0,0,0,0
"2690",0,0,0,0,0,0,0,0,0
"2691",0,0,0,0,0,0,0,0,0
"2692",0,0,0,0,0,0,0,0,0
"2693",0,0,0,0,0,0,0,0,0
"2694",0,0,0,0,0,0,0,0,0
"2695",0,0,0,0,0,0,0,0,0
"2696",0,0,0,0,0,0,0,0,0
"2697",0,0,0,0,0,0,0,0,0
"2698",0,0,0,0,0,0,0,0,0
"2699",0,0,0,0,0,0,0,0,0
"2700",0,0,0,0,0,0,0,0,0
"2701",0,0,0,0,0,0,0,0,0
"2702",0,0,0,0,0,0,0,0,0
"2703",0,0,0,0,0,0,0,0,0
"2704",0,0,0,0,0,0,0,0,0
"2705",0,0,0,0,0,0,0,0,0
"2706",0,0,0,0,0,0,0,0,0
"2707",0,0,0,0,0,0,0,0,0
"2708",0,0,0,0,0,0,0,0,0
"2709",0,0,0,0,0,0,0,0,0
"2710",0,0,0,0,0,0,0,0,0
"2711",0,0,0,0,0,0,0,0,0
"2712",0,0,0,0,0,0,0,0,0
"2713",0,0,0,0,0,0,0,0,0
"2714",0,0,0,0,0,0,0,0,0
"2715",0,0,0,0,0,0,0,0,0
"2716",0,0,0,0,0,0,0,0,0
"2717",0,0,0,0,0,0,0,0,0
"2718",0,0,0,0,0,0,0,0,0
"2719",0,0,0,0,0,0,0,0,0
"2720",0,0,0,0,0,0,0,0,0
"2721",0,0,0,0,0,0,0,0,0
"2722",0,0,0,0,0,0,0,0,0
"2723",0,0,0,0,0,0,0,0,0
"2724",0,0,0,0,0,0,0,0,0
"2725",0,0,0,0,0,0,0,0,0
"2726",0,0,0,0,0,0,0,0,0
"2727",0,0,0,0,0,0,0,0,0
"2728",0,0,0,0,0,0,0,0,0
"2729",0,0,0,0,0,0,0,0,0
"2730",0,0,0,0,0,0,0,0,0
"2731",0,0,0,0,0,0,0,0,0
"2732",0,0,0,0,0,0,0,0,0
"2733",0,0,0,0,0,0,0,0,0
"2734",0,0,0,0,0,0,0,0,0
"2735",0,0,0,0,0,0,0,0,0
"2736",0,0,0,0,0,0,0,0,0
"2737",0,0,0,0,0,0,0,0,0
"2738",0,0,0,0,0,0,0,0,0
"2739",0,0,0,0,0,0,0,0,0
"2740",0,0,0,0,0,0,0,0,0
"2741",0,0,0,0,0,0,0,0,0
"2742",0,0,0,0,0,0,0,0,0
"2743",0,0,0,0,0,0,0,0,0
"2744",0,0,0,0,0,0,0,0,0
"2745",0,0,0,0,0,0,0,0,0
"2746",0,0,0,0,0,0,0,0,0
"2747",0,0,0,0,0,0,0,0,0
"2748",0,0,0,0,0,0,0,0,0
"2749",0,0,0,0,0,0,0,0,0
"2750",0,0,0,0,0,0,0,0,0
"2751",0,0,0,0,0,0,0,0,0
"2752",0,0,0,0,0,0,0,0,0
"2753",0,0,0,0,0,0,0,0,0
"2754",0,0,0,0,0,0,0,0,0
"2755",0,0,0,0,0,0,0,0,0
"2756",0,0,0,0,0,0,0,0,0
"2757",0,0,0,0,0,0,0,0,0
"2758",0,0,0,0,0,0,0,0,0
"2759",0,0,0,0,0,0,0,0,0
"2760",0,0,0,0,0,0,0,0,0
"2761",0,0,0,0,0,0,0,0,0
"2762",0,0,0,0,0,0,0,0,0
"2763",0,0,0,0,0,0,0,0,0
"2764",0,0,0,0,0,0,0,0,0
"2765",0,0,0,0,0,0,0,0,0
"2766",0,0,0,0,0,0,0,0,0
"2767",0,0,0,0,0,0,0,0,0
"2768",0,0,0,0,0,0,0,0,0
"2769",0,0,0,0,0,0,0,0,0
"2770",0,0,0,0,0,0,0,0,0
"2771",0,0,0,0,0,0,0,0,0
"2772",0,0,0,0,0,0,0,0,0
"2773",0,0,0,0,0,0,0,0,0
"2774",0,0,0,0,0,0,0,0,0
"2775",0,0,0,0,0,0,0,0,0
"2776",0,0,0,0,0,0,0,0,0
"2777",0,0,0,0,0,0,0,0,0
"2778",0,0,0,0,0,0,0,0,0
"2779",0,0,0,0,0,0,0,0,0
"2780",0,0,0,0,0,0,0,0,0
"2781",0,0,0,0,0,0,0,0,0
"2782",0,0,0,0,0,0,0,0,0
"2783",0,0,0,0,0,0,0,0,0
"2784",0,0,0,0,0,0,0,0,0
"2785",0,0,0,0,0,0,0,0,0
"2786",0,0,0,0,0,0,0,0,0
"2787",0,0,0,0,0,0,0,0,0
"2788",0,0,0,0,0,0,0,0,0
"2789",0,0,0,0,0,0,0,0,0
"2790",0,0,0,0,0,0,0,0,0
"2791",0,0,0,0,0,0,0,0,0
"2792",0,0,0,0,0,0,0,0,0
"2793",0,0,0,0,0,0,0,0,0
"2794",0,0,0,0,0,0,0,0,0
"2795",0,0,0,0,0,0,0,0,0
"2796",0,0,0,0,0,0,0,0,0
"2797",0,0,0,0,0,0,0,0,0
"2798",0,0,0,0,0,0,0,0,0
"2799",0,0,0,0,0,0,0,0,0
"2800",0,0,0,0,0,0,0,0,0
"2801",0,0,0,0,0,0,0,0,0
"2802",0,0,0,0,0,0,0,0,0
"2803",0,0,0,0,0,0,0,0,0
"2804",0,0,0,0,0,0,0,0,0
"2805",0,0,0,0,0,0,0,0,0
"2806",0,0,0,0,0,0,0,0,0
"2807",0,0,0,0,0,0,0,0,0
"2808",0,0,0,0,0,0,0,0,0
"2809",0,0,0,0,0,0,0,0,0
"2810",0,0,0,0,0,0,0,0,0
"2811",0,0,0,0,0,0,0,0,0
"2812",0,0,0,0,0,0,0,0,0
"2813",0,0,0,0,0,0,0,0,0
"2814",0,0,0,0,0,0,0,0,0
"2815",0,0,0,0,0,0,0,0,0
"2816",0,0,0,0,0,0,0,0,0
"2817",0,0,0,0,0,0,0,0,0
"2818",0,0,0,0,0,0,0,0,0
"2819",0,0,0,0,0,0,0,0,0
"2820",0,0,0,0,0,0,0,0,0
"2821",0,0,0,0,0,0,0,0,0
"2822",0,0,0,0,0,0,0,0,0
"2823",0,0,0,0,0,0,0,0,0
"2824",0,0,0,0,0,0,0,0,0
"2825",0,0,0,0,0,0,0,0,0
"2826",0,0,0,0,0,0,0,0,0
"2827",0,0,0,0,0,0,0,0,0
"2828",0,0,0,0,0,0,0,0,0
"2829",0,0,0,0,0,0,0,0,0
"2830",0,0,0,0,0,0,0,0,0
"2831",0,0,0,0,0,0,0,0,0
"2832",0,0,0,0,0,0,0,0,0
"2833",0,0,0,0,0,0,0,0,0
"2834",0,0,0,0,0,0,0,0,0
"2835",0,0,0,0,0,0,0,0,0
"2836",0,0,0,0,0,0,0,0,0
"2837",0,0,0,0,0,0,0,0,0
"2838",0,0,0,0,0,0,0,0,0
