"","SB_pres","RPBB_pres","MPEB_pres","BEBB_pres","CBT_pres","EFW_pres","LW_pres","EP_pres","PHM_pres"
"653",-0.103605583,-0.087210036,-0.087210036,-0.102403792,-0.103848,-0.102403792,-0.10283621,-0.103848,-0.103848
"654",-0.103657219,-0.090753973,-0.090753973,-0.101962751,-0.103848,-0.101962751,-0.103051724,-0.103848,-0.103848
"655",-0.103750014,-0.092855857,-0.092855857,-0.103098019,-0.103848,-0.103098019,-0.103790392,-0.103848,-0.103848
"656",-0.103566165,-0.089251121,-0.089251121,-0.103848,-0.103848,-0.103848,-0.103848,-0.103848,-0.103848
"657",-0.103848,-0.087827621,-0.087827621,-0.103567457,-0.103848,-0.103567457,-0.10376404,-0.103848,-0.103848
"658",-0.103848,0.396195201,0.396195201,-0.100991675,-0.103848,-0.100991675,-0.103848,-0.103848,-0.103848
"659",-0.103848,0.555308411,0.555308411,-0.102410108,-0.103848,-0.102410108,-0.103848,-0.103848,-0.103848
"660",-0.103848,0.555308411,0.555308411,-0.102410108,-0.103848,-0.102410108,-0.103848,-0.103848,-0.103848
"661",-0.103848,0.480125249,0.480125249,-0.101391658,-0.103848,-0.101391658,-0.103848,-0.103848,-0.103848
"662",-0.103848,0.671369311,0.671369311,-0.101981485,-0.103848,-0.101981485,-0.103848,-0.103848,-0.103848
"663",-0.103848,-0.080159729,-0.080159729,-0.098946991,-0.101094372,-0.098946991,-0.103848,-0.103848,-0.103521865
