"SppCode","prop_small","prop_med","prop_large"
"ULDA",0.000116214480732439,0,0
"CRMO",0.00472420855534946,0.000315059861373661,0
"CRDO",0.00558777176642743,0.0157134790354393,0.0376811594202899
"JUOX2",1.36328005180464e-05,0,0
"PIBU",2.11250581999292e-05,7.64623422964191e-05,0
"PICE2",0.000262120941513329,0,0
"SOAR9",0.00459474885844749,0,0
"SOHY3",0.00465182648401827,0,0
"SOTH",0.000313926940639269,0,0
"PIBA2",3.1561920542865e-05,3.16215532506958e-05,0
"PRTR",0.00137570474733044,0,0.00617283950617284
"PIPA2",0.000129776933257094,0,0
"PYCO3",0.00189550523280434,0.00211954217888936,0
"SODE",0.0827660163276602,0.0595238095238095,0
"BEAL1",0,0.000778331257783313,0
"FRCA",0.00288890489804831,3.12043855603664e-05,0.00112359550561798
"TIPL",0.00324830619023303,0.00661355149389413,0.00287187914928141
"ACLE",4.63821892393321e-06,0,0
"ACSP",3.0921459492888e-06,2.13044274861202e-06,0
"TIPE",0,0.000266028198989093,0.000213128729752771
"MOMI",0.00337837837837838,0.00403225806451613,0.00571428571428571
"FRTE",0.00070107701686649,0.000814204293856329,0
"PREM",0.000148009671209487,0.000471205109707389,0
"QUIL",4.89650022646314e-05,0,0
"COOB",0.0417582417582418,0,0
"TSCA2",0,0.000345065562456867,0
"GL3",0.00307272106520997,0.00275482093663912,0.00411522633744856
"LI10",0.00449614616043391,0.00515463917525773,0.0072463768115942
"PRIN",0.0007879108249136,0.000177053824362606,0
"PRSP3",2.10243040955344e-05,0,0
"JUSI",0.0437144961056823,0.0716730561919454,0.124574829931973
"QUPA2",2.45056740907062e-05,1.07265968596318e-05,3.23513352005902e-05
"FRPR",5.82436014323346e-05,0.000405334561584815,0
"ILCR",0.00641025641025641,0,0
"QUMA3",5.0753125631242e-07,0,0
"TIEU",0.00477225477225477,0.00260211993117658,0.00575828157349896
"PIPU3",0,0.000151331719128329,0
"QUHU",1.76040841475222e-05,0,0
"MASP",0.00314016557236654,0.00546448087431694,0
"MATR",0.0011872683790642,0.0056300712038417,0
"PIWA3",6.21969840682425e-06,4.19533478771606e-06,0
"TIHE",0,0,0.0036231884057971
"EL1",0.0128205128205128,0.012987012987013,0
"MAIO",0.000262144340706984,0,0
"QUPA5",1.63144645674301e-06,4.11539569529611e-05,1.63393353158393e-05
"AETU",0.00017279968830947,0,0
"ULSE",0,0,7.6965704082261e-06
"AEPA2",2.0768000664576e-05,0,0.00080450522928399
"MASI80",1.27291242362525e-05,9.57212596917774e-05,0.000170706725844998
"MASP9",4.01972344302713e-06,0,0
"AMLA9",0.00570803983483119,0,0
"QUBE3",6.41891405709903e-06,2.69323996768113e-05,0
"ILVE",0.00128205128205128,0,0
"MAMA",2.60145681581686e-05,0,0
"QUSC",0,3.26328155593264e-06,0
"MAST2",0.000460829493087558,0,0
"TSHE",0.0399688987502608,0.0352254428341385,0.0772727272727273
"ABAM",0.00421625104221936,0,0.032258064516129
"PISI",0.0033835289301893,0.00170177689707822,0.00536395503500767
"PYFU",0.000557761626000132,0.00118248142611722,0.0033003300330033
"SASC",0.00109649122807017,0,0
"SOSI2",0.00091324200913242,0,0
"BEMA5",9.11120222313333e-06,5.18887505188877e-05,0
"LAOC",0.039900779588944,0.0769230769230769,0.0555555555555556
"SAPE",0.00611726685133887,0.00646279949558638,0
"TSME",0.0197341222430828,0.0211352657004831,0.1
"SAHO",0,0.00409836065573771,0
"MADE",0.000210378681626928,0,0
"LASI",0.0313253012048193,0.0192307692307692,0
"POMA2",0,2.96199757116199e-05,1.35495847052288e-05
"PIEL",0.0721028399376455,0.0743562838563336,0.0876275138599896
"PICL",0.000462110501327412,0.000337989986946131,0
"QUGE2",0.00192894998433013,0.00288796010259711,0.00205574274414655
"QUMY",0.000127784585876262,4.20245081763263e-05,0
"ACAU",0.0887125220458554,0.117647058823529,0.161290322580645
"CORYM3",0.00706033376123235,0.00985761226725082,0.00324675324675325
"CRMA",0.00444444444444444,0,0
"FIAU",0.0579575518413741,0.0902938924294515,0.11061825295206
"FIBE2",0.00620712913960762,0.00802668309080156,0.00398621494802541
"PEPA37",0.00878815911193339,0.00204081632653061,0
"PRAN",0.00208961358510423,8.09388911371915e-05,0
"QUCH2",2.46827419194102e-06,1.19497869950468e-06,0
"SACA3",0.000991679566563467,0.00409836065573771,0
"FIAL4",0.00156915498716832,0.00172324222957134,0.005249343832021
"FICI",0.00135832975581614,0.000732844770153232,0.000829426274266132
"CIVE2",0.0142857142857143,0.0163934426229508,0
"FIRA",0,0,0.00198412698412698
"PRUM",1.35361957875359e-05,0,0
"ACCO5",0.00793650793650794,0,0
"QUGE",1.20733431449369e-06,0,0
"QULA",0,2.35360572396913e-06,0
"ILDE",0,0.00126262626262626,0
"QUSI",1.28586353773206e-05,9.69541843002089e-07,0
"ACTO",0.0105820105820106,0,0
"CIGR",0.000107204116638079,0,0
"PYAN",0.00203665987780041,0.0029673590504451,0
"ABMA",0,0.00214097496706192,0
"CRCH",0,0.00151940158952782,0
"FRAN",0,0.000547103507775182,0.00055119779520882
"PIBR",0.00015871853099895,8.98553329140084e-05,0.00285714285714286
"PILA",0,6.68504196149415e-05,0.000213587447630001
"PIMO2",0.000185412818206165,6.68504196149415e-05,0.000213587447630001
"PRMAHmj",2.24483314238395e-05,6.40472964650819e-05,0.00019430245418946
"PRSERmj",2.16169117414751e-05,0,0
"SALA2",0.000247185883784606,0,0.00123585892195076
"SOSC2",0,0.0119047619047619,0
"CACH",1,NA,NA
